"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_4" "BP" "GO:0006914" "autophagy" 358 17 8.11 0.00328 0.0147
"Mm_cluster_4" "BP" "GO:0032102" "negative regulation of response to exter..." 162 10 3.67 0.00381 0.0147
"Mm_cluster_4" "BP" "GO:0006937" "regulation of muscle contraction" 67 6 1.52 0.00402 0.0147
"Mm_cluster_4" "BP" "GO:0030168" "platelet activation" 67 6 1.52 0.00402 0.0147
"Mm_cluster_4" "BP" "GO:0071496" "cellular response to external stimulus" 138 9 3.13 0.00415 0.0147
"Mm_cluster_4" "BP" "GO:1902188" "positive regulation of viral release fro..." 15 3 0.34 0.00428 0.0147
"Mm_cluster_4" "BP" "GO:0032905" "transforming growth factor beta1 product..." 5 2 0.11 0.00489 0.0147
"Mm_cluster_4" "BP" "GO:0032908" "regulation of transforming growth factor..." 5 2 0.11 0.00489 0.0147
"Mm_cluster_4" "BP" "GO:0045991" "carbon catabolite activation of transcri..." 5 2 0.11 0.00489 0.0147
"Mm_cluster_4" "BP" "GO:1900165" "negative regulation of interleukin-6 sec..." 5 2 0.11 0.00489 0.0147
"Mm_cluster_4" "BP" "GO:0032692" "negative regulation of interleukin-1 pro..." 16 3 0.36 0.00517 0.0147
"Mm_cluster_4" "BP" "GO:0050878" "regulation of body fluid levels" 197 11 4.46 0.00527 0.0147
"Mm_cluster_4" "BP" "GO:0016236" "macroautophagy" 227 12 5.14 0.00561 0.0147
"Mm_cluster_4" "BP" "GO:0000045" "autophagosome assembly" 72 6 1.63 0.00573 0.0147
"Mm_cluster_4" "BP" "GO:1905037" "autophagosome organization" 72 6 1.63 0.00573 0.0147
"Mm_cluster_4" "BP" "GO:0007165" "signal transduction" 2897 84 65.63 0.00611 0.0147
"Mm_cluster_4" "BP" "GO:0007176" "regulation of epidermal growth factor-ac..." 17 3 0.39 0.00618 0.0147
"Mm_cluster_4" "BP" "GO:0033173" "calcineurin-NFAT signaling cascade" 17 3 0.39 0.00618 0.0147
"Mm_cluster_4" "BP" "GO:0097720" "calcineurin-mediated signaling" 17 3 0.39 0.00618 0.0147
"Mm_cluster_4" "BP" "GO:0050663" "cytokine secretion" 121 8 2.74 0.00622 0.0147
"Mm_cluster_4" "BP" "GO:0019076" "viral release from host cell" 33 4 0.75 0.00629 0.0147
"Mm_cluster_4" "BP" "GO:0051604" "protein maturation" 176 10 3.99 0.0068 0.0147
"Mm_cluster_4" "BP" "GO:0006936" "muscle contraction" 123 8 2.79 0.00685 0.0147
"Mm_cluster_4" "BP" "GO:0050728" "negative regulation of inflammatory resp..." 75 6 1.7 0.00698 0.0147
"Mm_cluster_4" "BP" "GO:0007220" "Notch receptor processing" 6 2 0.14 0.00722 0.0147
"Mm_cluster_4" "BP" "GO:0044828" "negative regulation by host of viral gen..." 6 2 0.14 0.00722 0.0147
"Mm_cluster_4" "BP" "GO:0045990" "carbon catabolite regulation of transcri..." 6 2 0.14 0.00722 0.0147
"Mm_cluster_4" "BP" "GO:0050711" "negative regulation of interleukin-1 sec..." 6 2 0.14 0.00722 0.0147
"Mm_cluster_4" "BP" "GO:0031670" "cellular response to nutrient" 18 3 0.41 0.00729 0.0147
"Mm_cluster_4" "BP" "GO:0050919" "negative chemotaxis" 18 3 0.41 0.00729 0.0147
"Mm_cluster_4" "BP" "GO:0032612" "interleukin-1 production" 54 5 1.22 0.00736 0.0147
"Mm_cluster_4" "BP" "GO:0050818" "regulation of coagulation" 54 5 1.22 0.00736 0.0147
"Mm_cluster_4" "BP" "GO:0060048" "cardiac muscle contraction" 54 5 1.22 0.00736 0.0147
"Mm_cluster_4" "BP" "GO:0042493" "response to drug" 151 9 3.42 0.00742 0.0147
"Mm_cluster_4" "BP" "GO:0031668" "cellular response to extracellular stimu..." 125 8 2.83 0.00752 0.0147
"Mm_cluster_4" "BP" "GO:0008053" "mitochondrial fusion" 19 3 0.43 0.00852 0.0158
"Mm_cluster_4" "BP" "GO:0044803" "multi-organism membrane organization" 19 3 0.43 0.00852 0.0158
"Mm_cluster_4" "BP" "GO:0050704" "regulation of interleukin-1 secretion" 19 3 0.43 0.00852 0.0158
"Mm_cluster_4" "BP" "GO:0016485" "protein processing" 156 9 3.53 0.0091 0.0161
"Mm_cluster_4" "BP" "GO:0050707" "regulation of cytokine secretion" 104 7 2.36 0.00932 0.0161
"Mm_cluster_4" "BP" "GO:0007618" "mating" 20 3 0.45 0.00985 0.0161
"Mm_cluster_4" "BP" "GO:0009612" "response to mechanical stimulus" 58 5 1.31 0.00991 0.0161
"Mm_cluster_4" "BP" "GO:0007620" "copulation" 7 2 0.16 0.00996 0.0161
"Mm_cluster_4" "BP" "GO:0044793" "negative regulation by host of viral pro..." 7 2 0.16 0.00996 0.0161
"Mm_cluster_4" "BP" "GO:1904467" "regulation of tumor necrosis factor secr..." 7 2 0.16 0.00996 0.0161
"Mm_cluster_4" "BP" "GO:1990774" "tumor necrosis factor secretion" 7 2 0.16 0.00996 0.0161
"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_1" "MF" "GO:0003723" "RNA binding" 1384 47 21.13 7.3e-08 0
"Mm_cluster_1" "MF" "GO:0044822" "poly(A) RNA binding" 1064 39 16.24 1.8e-07 0
"Mm_cluster_1" "MF" "GO:0003676" "nucleic acid binding" 2634 66 40.21 8.2e-06 3e-04
"Mm_cluster_1" "MF" "GO:0019781" "NEDD8 activating enzyme activity" 2 2 0.03 0.00023 0.0058
"Mm_cluster_1" "MF" "GO:0008641" "small protein activating enzyme activity" 10 3 0.15 0.00039 0.0078
"Mm_cluster_1" "MF" "GO:1901363" "heterocyclic compound binding" 3961 82 60.47 0.00054 0.009
"Mm_cluster_1" "MF" "GO:0002151" "G-quadruplex RNA binding" 3 2 0.05 0.00069 0.0092
"Mm_cluster_1" "MF" "GO:0097159" "organic cyclic compound binding" 3996 82 61.01 0.00074 0.0092
"Mm_cluster_1" "MF" "GO:0016877" "ligase activity, forming carbon-sulfur b..." 29 3 0.44 0.00955 0.0259
"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_1" "BP" "GO:0071826" "ribonucleoprotein complex subunit organi..." 168 12 2.6 1.1e-05 0.0011
"Mm_cluster_1" "BP" "GO:0022618" "ribonucleoprotein complex assembly" 161 11 2.49 4e-05 0.0014
"Mm_cluster_1" "BP" "GO:0022613" "ribonucleoprotein complex biogenesis" 328 16 5.07 4.9e-05 0.0014
"Mm_cluster_1" "BP" "GO:0000377" "RNA splicing, via transesterification re..." 174 11 2.69 8.1e-05 0.0014
"Mm_cluster_1" "BP" "GO:0000398" "mRNA splicing, via spliceosome" 174 11 2.69 8.1e-05 0.0014
"Mm_cluster_1" "BP" "GO:0000375" "RNA splicing, via transesterification re..." 175 11 2.71 8.5e-05 0.0014
"Mm_cluster_1" "BP" "GO:0090304" "nucleic acid metabolic process" 3316 75 51.28 1e-04 0.0014
"Mm_cluster_1" "BP" "GO:0032877" "positive regulation of DNA endoreduplica..." 2 2 0.03 0.00024 0.003
"Mm_cluster_1" "BP" "GO:0016071" "mRNA metabolic process" 438 17 6.77 0.00045 0.005
"Mm_cluster_1" "BP" "GO:0010467" "gene expression" 3486 75 53.91 0.00054 0.0054
"Mm_cluster_1" "BP" "GO:0008380" "RNA splicing" 292 13 4.52 0.00061 0.0055
"Mm_cluster_1" "BP" "GO:1903336" "negative regulation of vacuolar transpor..." 3 2 0.05 0.00071 0.0055
"Mm_cluster_1" "BP" "GO:0006139" "nucleobase-containing compound metabolic..." 3694 78 57.13 0.00071 0.0055
"Mm_cluster_1" "BP" "GO:0034641" "cellular nitrogen compound metabolic pro..." 4217 86 65.22 0.00099 0.0064
"Mm_cluster_1" "BP" "GO:0034622" "cellular macromolecular complex assembly" 604 20 9.34 0.00107 0.0064
"Mm_cluster_1" "BP" "GO:0006807" "nitrogen compound metabolic process" 4417 89 68.31 0.00112 0.0064
"Mm_cluster_1" "BP" "GO:0016070" "RNA metabolic process" 2927 64 45.27 0.00119 0.0064
"Mm_cluster_1" "BP" "GO:0006397" "mRNA processing" 354 14 5.47 0.00121 0.0064
"Mm_cluster_1" "BP" "GO:0001825" "blastocyst formation" 31 4 0.48 0.00126 0.0064
"Mm_cluster_1" "BP" "GO:0046483" "heterocycle metabolic process" 3762 78 58.18 0.00128 0.0064
"Mm_cluster_1" "BP" "GO:0031860" "telomeric 3' overhang formation" 4 2 0.06 0.0014 0.0064
"Mm_cluster_1" "BP" "GO:0060718" "chorionic trophoblast cell differentiati..." 4 2 0.06 0.0014 0.0064
"Mm_cluster_1" "BP" "GO:0006725" "cellular aromatic compound metabolic pro..." 3800 78 58.77 0.00174 0.0076
"Mm_cluster_1" "BP" "GO:0051172" "negative regulation of nitrogen compound..." 1018 28 15.74 0.00195 0.0081
"Mm_cluster_1" "BP" "GO:0032466" "negative regulation of cytokinesis" 5 2 0.08 0.00231 0.0082
"Mm_cluster_1" "BP" "GO:0070365" "hepatocyte differentiation" 5 2 0.08 0.00231 0.0082
"Mm_cluster_1" "BP" "GO:1901360" "organic cyclic compound metabolic proces..." 3897 79 60.27 0.00233 0.0082
"Mm_cluster_1" "BP" "GO:0019827" "stem cell population maintenance" 118 7 1.82 0.00235 0.0082
"Mm_cluster_1" "BP" "GO:0006396" "RNA processing" 646 20 9.99 0.00238 0.0082
"Mm_cluster_1" "BP" "GO:0098727" "maintenance of cell number" 120 7 1.86 0.00259 0.0086
"Mm_cluster_1" "BP" "GO:0051171" "regulation of nitrogen compound metaboli..." 2734 59 42.28 0.00281 0.0091
"Mm_cluster_1" "BP" "GO:0060717" "chorion development" 6 2 0.09 0.00343 0.0101
"Mm_cluster_1" "BP" "GO:1902074" "response to salt" 6 2 0.09 0.00343 0.0101
"Mm_cluster_1" "BP" "GO:1903867" "extraembryonic membrane development" 6 2 0.09 0.00343 0.0101
"Mm_cluster_1" "BP" "GO:0000245" "spliceosomal complex assembly" 41 4 0.63 0.00359 0.0103
"Mm_cluster_1" "BP" "GO:0044260" "cellular macromolecule metabolic process" 5357 101 82.85 0.00437 0.0116
"Mm_cluster_1" "BP" "GO:0010468" "regulation of gene expression" 2670 57 41.29 0.00437 0.0116
"Mm_cluster_1" "BP" "GO:1903335" "regulation of vacuolar transport" 22 3 0.34 0.00451 0.0116
"Mm_cluster_1" "BP" "GO:0043038" "amino acid activation" 44 4 0.68 0.00464 0.0116
"Mm_cluster_1" "BP" "GO:0043039" "tRNA aminoacylation" 44 4 0.68 0.00464 0.0116
"Mm_cluster_1" "BP" "GO:0043170" "macromolecule metabolic process" 5700 106 88.15 0.00504 0.0123
"Mm_cluster_1" "BP" "GO:0009059" "macromolecule biosynthetic process" 3224 66 49.86 0.00538 0.0128
"Mm_cluster_1" "BP" "GO:0009890" "negative regulation of biosynthetic proc..." 1000 26 15.47 0.00599 0.0134
"Mm_cluster_1" "BP" "GO:0000086" "G2/M transition of mitotic cell cycle" 75 5 1.16 0.00604 0.0134
"Mm_cluster_1" "BP" "GO:0001824" "blastocyst development" 75 5 1.16 0.00604 0.0134
"Mm_cluster_1" "BP" "GO:0032875" "regulation of DNA endoreduplication" 8 2 0.12 0.00627 0.0136
"Mm_cluster_1" "BP" "GO:0044839" "cell cycle G2/M phase transition" 78 5 1.21 0.00712 0.0142
"Mm_cluster_1" "BP" "GO:0017148" "negative regulation of translation" 110 6 1.7 0.00717 0.0142
"Mm_cluster_1" "BP" "GO:0060706" "cell differentiation involved in embryon..." 26 3 0.4 0.00728 0.0142
"Mm_cluster_1" "BP" "GO:0034645" "cellular macromolecule biosynthetic proc..." 3149 64 48.7 0.00748 0.0142
"Mm_cluster_1" "BP" "GO:0060255" "regulation of macromolecule metabolic pr..." 3630 72 56.14 0.00752 0.0142
"Mm_cluster_1" "BP" "GO:0002829" "negative regulation of type 2 immune res..." 9 2 0.14 0.00797 0.0142
"Mm_cluster_1" "BP" "GO:0042023" "DNA endoreduplication" 9 2 0.14 0.00797 0.0142
"Mm_cluster_1" "BP" "GO:0045056" "transcytosis" 9 2 0.14 0.00797 0.0142
"Mm_cluster_1" "BP" "GO:0071786" "endoplasmic reticulum tubular network or..." 9 2 0.14 0.00797 0.0142
"Mm_cluster_1" "BP" "GO:2000105" "positive regulation of DNA-dependent DNA..." 9 2 0.14 0.00797 0.0142
"Mm_cluster_1" "BP" "GO:0031327" "negative regulation of cellular biosynth..." 976 25 15.09 0.00844 0.0148
"Mm_cluster_1" "BP" "GO:0034249" "negative regulation of cellular amide me..." 115 6 1.78 0.00884 0.0152
"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_2" "MF" "GO:0015410" "manganese-transporting ATPase activity" 2 2 0.03 0.00016 0.016
"Mm_cluster_2" "MF" "GO:0005384" "manganese ion transmembrane transporter ..." 6 2 0.08 0.00237 0.0643
"Mm_cluster_2" "MF" "GO:0005388" "calcium-transporting ATPase activity" 7 2 0.09 0.00329 0.0643
"Mm_cluster_2" "MF" "GO:0015662" "ATPase activity, coupled to transmembran..." 24 3 0.31 0.00344 0.0643
"Mm_cluster_2" "MF" "GO:0005154" "epidermal growth factor receptor binding" 28 3 0.36 0.00537 0.0643
"Mm_cluster_2" "MF" "GO:0022853" "active ion transmembrane transporter act..." 60 4 0.77 0.00729 0.0643
"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_2" "BP" "GO:0032095" "regulation of response to food" 11 3 0.14 0.00033 0.0091
"Mm_cluster_2" "BP" "GO:0038108" "negative regulation of appetite by lepti..." 3 2 0.04 5e-04 0.0091
"Mm_cluster_2" "BP" "GO:0060252" "positive regulation of glial cell prolif..." 13 3 0.17 0.00055 0.0091
"Mm_cluster_2" "BP" "GO:0032104" "regulation of response to extracellular ..." 15 3 0.19 0.00087 0.0091
"Mm_cluster_2" "BP" "GO:0032107" "regulation of response to nutrient level..." 15 3 0.19 0.00087 0.0091
"Mm_cluster_2" "BP" "GO:0042462" "eye photoreceptor cell development" 15 3 0.19 0.00087 0.0091
"Mm_cluster_2" "BP" "GO:0008542" "visual learning" 35 4 0.45 0.00104 0.0091
"Mm_cluster_2" "BP" "GO:0032094" "response to food" 16 3 0.21 0.00106 0.0091
"Mm_cluster_2" "BP" "GO:0032774" "RNA biosynthetic process" 2301 46 29.82 0.00109 0.0091
"Mm_cluster_2" "BP" "GO:0007632" "visual behavior" 37 4 0.48 0.00128 0.0091
"Mm_cluster_2" "BP" "GO:0010468" "regulation of gene expression" 2670 51 34.6 0.0015 0.0091
"Mm_cluster_2" "BP" "GO:0035176" "social behavior" 18 3 0.23 0.00151 0.0091
"Mm_cluster_2" "BP" "GO:0051703" "intraspecies interaction between organis..." 18 3 0.23 0.00151 0.0091
"Mm_cluster_2" "BP" "GO:0043569" "negative regulation of insulin-like grow..." 5 2 0.06 0.00163 0.0091
"Mm_cluster_2" "BP" "GO:0060294" "cilium movement involved in cell motilit..." 5 2 0.06 0.00163 0.0091
"Mm_cluster_2" "BP" "GO:0060295" "regulation of cilium movement involved i..." 5 2 0.06 0.00163 0.0091
"Mm_cluster_2" "BP" "GO:0060296" "regulation of cilium beat frequency invo..." 5 2 0.06 0.00163 0.0091
"Mm_cluster_2" "BP" "GO:1902019" "regulation of cilium-dependent cell moti..." 5 2 0.06 0.00163 0.0091
"Mm_cluster_2" "BP" "GO:0097659" "nucleic acid-templated transcription" 2289 45 29.66 0.00179 0.0094
"Mm_cluster_2" "BP" "GO:0021955" "central nervous system neuron axonogenes..." 21 3 0.27 0.00239 0.0101
"Mm_cluster_2" "BP" "GO:0003356" "regulation of cilium beat frequency" 6 2 0.08 0.00242 0.0101
"Mm_cluster_2" "BP" "GO:0019438" "aromatic compound biosynthetic process" 2594 49 33.61 0.00248 0.0101
"Mm_cluster_2" "BP" "GO:0018130" "heterocycle biosynthetic process" 2595 49 33.63 0.0025 0.0101
"Mm_cluster_2" "BP" "GO:0008306" "associative learning" 45 4 0.58 0.00267 0.0101
"Mm_cluster_2" "BP" "GO:0060251" "regulation of glial cell proliferation" 22 3 0.29 0.00274 0.0101
"Mm_cluster_2" "BP" "GO:0034654" "nucleobase-containing compound biosynthe..." 2548 48 33.02 0.00296 0.0101
"Mm_cluster_2" "BP" "GO:0006351" "transcription, DNA-templated" 2283 44 29.58 0.00305 0.0101
"Mm_cluster_2" "BP" "GO:0042461" "photoreceptor cell development" 23 3 0.3 0.00312 0.0101
"Mm_cluster_2" "BP" "GO:1903506" "regulation of nucleic acid-templated tra..." 2221 43 28.78 0.00317 0.0101
"Mm_cluster_2" "BP" "GO:2001141" "regulation of RNA biosynthetic process" 2226 43 28.84 0.00331 0.0101
"Mm_cluster_2" "BP" "GO:0003352" "regulation of cilium movement" 7 2 0.09 0.00336 0.0101
"Mm_cluster_2" "BP" "GO:0014889" "muscle atrophy" 7 2 0.09 0.00336 0.0101
"Mm_cluster_2" "BP" "GO:0034351" "negative regulation of glial cell apopto..." 7 2 0.09 0.00336 0.0101
"Mm_cluster_2" "BP" "GO:2000112" "regulation of cellular macromolecule bio..." 2501 47 32.41 0.0035 0.0101
"Mm_cluster_2" "BP" "GO:0001754" "eye photoreceptor cell differentiation" 24 3 0.31 0.00354 0.0101
"Mm_cluster_2" "BP" "GO:0001570" "vasculogenesis" 50 4 0.65 0.00393 0.0108
"Mm_cluster_2" "BP" "GO:0051965" "positive regulation of synapse assembly" 25 3 0.32 0.00398 0.0108
"Mm_cluster_2" "BP" "GO:1901362" "organic cyclic compound biosynthetic pro..." 2660 49 34.47 0.0042 0.0108
"Mm_cluster_2" "BP" "GO:0032099" "negative regulation of appetite" 8 2 0.1 0.00444 0.0108
"Mm_cluster_2" "BP" "GO:0033210" "leptin-mediated signaling pathway" 8 2 0.1 0.00444 0.0108
"Mm_cluster_2" "BP" "GO:0034350" "regulation of glial cell apoptotic proce..." 8 2 0.1 0.00444 0.0108
"Mm_cluster_2" "BP" "GO:0007611" "learning or memory" 120 6 1.55 0.00467 0.0111
"Mm_cluster_2" "BP" "GO:0040018" "positive regulation of multicellular org..." 27 3 0.35 0.00497 0.0111
"Mm_cluster_2" "BP" "GO:0006355" "regulation of transcription, DNA-templat..." 2215 42 28.7 0.00527 0.0111
"Mm_cluster_2" "BP" "GO:0072659" "protein localization to plasma membrane" 164 7 2.13 0.00547 0.0111
"Mm_cluster_2" "BP" "GO:0001539" "cilium or flagellum-dependent cell motil..." 9 2 0.12 0.00566 0.0111
"Mm_cluster_2" "BP" "GO:0032096" "negative regulation of response to food" 9 2 0.12 0.00566 0.0111
"Mm_cluster_2" "BP" "GO:0043508" "negative regulation of JUN kinase activi..." 9 2 0.12 0.00566 0.0111
"Mm_cluster_2" "BP" "GO:0043567" "regulation of insulin-like growth factor..." 9 2 0.12 0.00566 0.0111
"Mm_cluster_2" "BP" "GO:0044320" "cellular response to leptin stimulus" 9 2 0.12 0.00566 0.0111
"Mm_cluster_2" "BP" "GO:0060285" "cilium-dependent cell motility" 9 2 0.12 0.00566 0.0111
"Mm_cluster_2" "BP" "GO:0010556" "regulation of macromolecule biosynthetic..." 2565 47 33.24 0.00579 0.0111
"Mm_cluster_2" "BP" "GO:0009791" "post-embryonic development" 89 5 1.15 0.00594 0.0111
"Mm_cluster_2" "BP" "GO:0051705" "multi-organism behavior" 29 3 0.38 0.00609 0.0111
"Mm_cluster_2" "BP" "GO:0007610" "behavior" 305 10 3.95 0.00636 0.0111
"Mm_cluster_2" "BP" "GO:0048858" "cell projection morphogenesis" 510 14 6.61 0.00645 0.0111
"Mm_cluster_2" "BP" "GO:0051252" "regulation of RNA metabolic process" 2312 43 29.96 0.00669 0.0111
"Mm_cluster_2" "BP" "GO:0014009" "glial cell proliferation" 30 3 0.39 0.0067 0.0111
"Mm_cluster_2" "BP" "GO:0021544" "subpallium development" 10 2 0.13 0.00701 0.0111
"Mm_cluster_2" "BP" "GO:0021756" "striatum development" 10 2 0.13 0.00701 0.0111
"Mm_cluster_2" "BP" "GO:0032105" "negative regulation of response to extra..." 10 2 0.13 0.00701 0.0111
"Mm_cluster_2" "BP" "GO:0032108" "negative regulation of response to nutri..." 10 2 0.13 0.00701 0.0111
"Mm_cluster_2" "BP" "GO:1990778" "protein localization to cell periphery" 172 7 2.23 0.00706 0.0111
"Mm_cluster_2" "BP" "GO:0040014" "regulation of multicellular organism gro..." 59 4 0.76 0.0071 0.0111
"Mm_cluster_2" "BP" "GO:0051963" "regulation of synapse assembly" 31 3 0.4 0.00735 0.0112
"Mm_cluster_2" "BP" "GO:0000902" "cell morphogenesis" 743 18 9.63 0.00758 0.0112
"Mm_cluster_2" "BP" "GO:0044708" "single-organism behavior" 220 8 2.85 0.00788 0.0112
"Mm_cluster_2" "BP" "GO:0009314" "response to radiation" 268 9 3.47 0.00816 0.0112
"Mm_cluster_2" "BP" "GO:0007281" "germ cell development" 135 6 1.75 0.0082 0.0112
"Mm_cluster_2" "BP" "GO:0032098" "regulation of appetite" 11 2 0.14 0.0085 0.0112
"Mm_cluster_2" "BP" "GO:0044321" "response to leptin" 11 2 0.14 0.0085 0.0112
"Mm_cluster_2" "BP" "GO:0045945" "positive regulation of transcription fro..." 11 2 0.14 0.0085 0.0112
"Mm_cluster_2" "BP" "GO:0050877" "neurological system process" 369 11 4.78 0.00856 0.0112
"Mm_cluster_2" "BP" "GO:0009889" "regulation of biosynthetic process" 2688 48 34.83 0.00862 0.0112
"Mm_cluster_2" "BP" "GO:0021695" "cerebellar cortex development" 33 3 0.43 0.00876 0.0112
"Mm_cluster_2" "BP" "GO:0032873" "negative regulation of stress-activated ..." 33 3 0.43 0.00876 0.0112
"Mm_cluster_2" "BP" "GO:0046530" "photoreceptor cell differentiation" 33 3 0.43 0.00876 0.0112
"Mm_cluster_2" "BP" "GO:0070303" "negative regulation of stress-activated ..." 33 3 0.43 0.00876 0.0112
"Mm_cluster_2" "BP" "GO:0032990" "cell part morphogenesis" 530 14 6.87 0.00892 0.0112
"Mm_cluster_2" "BP" "GO:0009416" "response to light stimulus" 180 7 2.33 0.00896 0.0112
"Mm_cluster_2" "BP" "GO:0050890" "cognition" 138 6 1.79 0.00909 0.0112
"Mm_cluster_2" "BP" "GO:0035264" "multicellular organism growth" 140 6 1.81 0.00972 0.0119
"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_7" "MF" "GO:0071617" "lysophospholipid acyltransferase activit..." 12 3 0.09 9.3e-05 0.007
"Mm_cluster_7" "MF" "GO:0004842" "ubiquitin-protein transferase activity" 314 10 2.42 0.00015 0.007
"Mm_cluster_7" "MF" "GO:0019787" "ubiquitin-like protein transferase activ..." 328 10 2.53 0.00021 0.007
"Mm_cluster_7" "MF" "GO:0042171" "lysophosphatidic acid acyltransferase ac..." 10 2 0.08 0.00255 0.0123
"Mm_cluster_7" "MF" "GO:0016740" "transferase activity" 1738 24 13.41 0.00266 0.0123
"Mm_cluster_7" "MF" "GO:0015095" "magnesium ion transmembrane transporter ..." 14 2 0.11 0.00505 0.0123
"Mm_cluster_7" "MF" "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 17 2 0.13 0.00743 0.0123
"Mm_cluster_7" "MF" "GO:0001595" "angiotensin receptor activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0004343" "glucosamine 6-phosphate N-acetyltransfer..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0004945" "angiotensin type II receptor activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0005308" "creatine transmembrane transporter activ..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0005309" "creatine:sodium symporter activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018542" "2,3-dihydroxy DDT 1,2-dioxygenase activi..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018555" "phenanthrene dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018556" "2,2',3-trihydroxybiphenyl dioxygenase ac..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018557" "1,2-dihydroxyfluorene 1,1-alpha-dioxygen..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018558" "5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydro..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018559" "1,1-dichloro-2-(dihydroxy-4-chlorophenyl..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018560" "protocatechuate 3,4-dioxygenase type II ..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018561" "2'-aminobiphenyl-2,3-diol 1,2-dioxygenas..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018562" "3,4-dihydroxyfluorene 4,4-alpha-dioxygen..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018563" "2,3-dihydroxy-ethylbenzene 1,2-dioxygena..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018564" "carbazole 1,9a-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018565" "dihydroxydibenzothiophene dioxygenase ac..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018566" "1,2-dihydroxynaphthalene-6-sulfonate 1,8..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018567" "styrene dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018568" "3,4-dihydroxyphenanthrene dioxygenase ac..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018569" "hydroquinone 1,2-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018570" "p-cumate 2,3-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018571" "2,3-dihydroxy-p-cumate dioxygenase activ..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018572" "3,5-dichlorocatechol 1,2-dioxygenase act..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018573" "2-aminophenol 1,6-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018574" "2,6-dichloro-p-hydroquinone 1,2-dioxygen..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0018575" "chlorocatechol 1,2-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0019114" "catechol dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0019117" "dihydroxyfluorene dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0019782" "ISG15 activating enzyme activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034543" "5-aminosalicylate dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034803" "3-hydroxy-2-naphthoate 2,3-dioxygenase a..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034806" "benzo(a)pyrene 11,12-dioxygenase activit..." 1 1 0.01 0.00772 0.0123
